"type","index_title","index_name","index_sort","operations","set"
"titles","Source Of Description Note","source_of_description_note",,"emptyTerm|relation:=|relation:all","alma"
"titles","Source Record Id","source_record_id",,"emptyTerm|relation:=|relation:all","alma"
"titles","Standard Number","standard_number",,"emptyTerm|relation:=|relation:all","alma"
"titles","Standard Number Source","standard_number_source",,"emptyTerm|relation:=|relation:all","alma"
"titles","Subject Category Code","subject_category_code",,"emptyTerm|relation:=|relation:all","alma"
"titles","Subjects","subjects",,"emptyTerm|relation:=|relation:==|relation:all","alma"
"titles","Subjects (LC)","lcsh",,"relation:=|relation:==|relation:all","alma"
"titles","Tag Suppressed (Title)","mms_tagSuppressed",,"emptyTerm|relation:<>|relation:=|relation:==|relation:all","alma"
"titles","Tag Suppressed From External Search","mms_tagSuppressedExternalSearch",,"emptyTerm|relation:<>|relation:=|relation:==|relation:all","alma"
"titles","Tag Suppressed From MetaDoor","mms_tagSuppressedMetadoor",,"emptyTerm|relation:<>|relation:=|relation:==|relation:all","alma"
"titles","Tag Sync External Catalog","mms_tagSyncExternalCatalog",,"emptyTerm|relation:<>|relation:=|relation:==|relation:all","alma"
"titles","Tag Sync External Catalog","mms_tagSyncNationalCatalog",,"emptyTerm|relation:<>|relation:=|relation:==|relation:all","alma"
"titles","Title","title","True","emptyTerm|relation:=|relation:==|relation:all","alma"
"titles","Title committed to retain","title_committed_to_retain",,"relation:=|relation:==|relation:all","alma"
"titles","UDC","universal_decimal_class_number",,"emptyTerm|relation:=|relation:==|relation:all","alma"
"titles","Uniform Title","uniform_title",,"relation:=|relation:==|relation:all","alma"
"titles","Universal Product Code","stored_standard_number_024_a_ind1_1",,"relation:=|relation:==|relation:all","alma"
